39008 84002
4822 19313 1.000000
4822 19314 1.000000
4824 3465 0.052632
4824 4441 0.100000
4824 6467 0.100000
4824 14405 1.000000
4825 1525 0.052632
4825 2452 0.125000
4825 4945 0.200000
4825 15378 0.333333
4826 849 0.125000
4826 4680 0.071429
4826 5955 0.047619
4826 7126 0.142857
4826 10384 1.000000
4827 270 0.037037
4827 600 0.013699
4827 913 0.018519
4827 1012 0.027027
4827 2113 0.043478
4827 2124 0.026316
4827 2857 0.047619
4827 4031 0.083333
4827 6265 0.083333
4827 7908 0.090909
4827 11068 0.500000
4827 12074 0.166667
4828 574 0.111111
4828 890 0.033333
4828 11737 1.000000
4829 3328 0.200000
4829 4158 0.166667
4829 5895 0.028571
4829 6984 0.500000
4829 12669 1.000000
4829 12670 1.000000
4829 12671 1.000000
4829 12672 0.333333
4829 12673 0.500000
4829 12674 1.000000
4829 12675 1.000000
4835 1387 0.014085
4835 2014 0.023256
4835 3294 0.100000
4835 3478 0.052632
4835 3634 0.055556
4835 3802 0.071429
4835 4044 0.250000
4835 4314 0.062500
4835 11735 0.500000
4836 543 0.018868
4836 976 0.062500
4836 1325 0.028571
4836 1527 0.052632
4836 1555 0.200000
4838 404 0.016667
4838 565 0.055556
4838 1178 0.047619
4838 1716 0.062500
4838 3858 0.500000
4838 5473 0.500000
4838 12383 1.000000
4841 390 0.012987
4841 1133 0.031250
4841 1850 0.035714
4841 5186 0.166667
4841 8092 0.333333
4845 3992 0.083333
4846 6038 0.142857
4847 1959 0.027027
4847 5270 0.076923
4847 10391 0.250000
4847 10392 0.250000
4847 10393 1.000000
4847 10394 1.000000
4847 10395 0.333333
4847 10396 0.333333
4848 1390 0.040000
4848 1951 0.010101
4848 3036 0.100000
4848 3677 0.045455
4848 3886 0.333333
4848 7075 0.333333
4848 7223 0.071429
4848 7224 0.125000
4848 7225 0.125000
4848 7226 0.083333
4862 12867 1.000000
4872 6617 0.071429
4872 12332 1.000000
4873 119 0.071429
4873 408 0.012346
4873 449 0.016949
4873 744 0.125000
4873 1521 0.062500
4873 1646 0.076923
4873 1719 0.090909
4873 1779 0.250000
4873 2048 0.076923
4873 3069 0.142857
4873 4709 0.500000
4873 6546 1.000000
4873 6547 0.250000
4873 6548 0.500000
4873 6549 0.333333
4873 6550 0.250000
4873 6551 1.000000
4876 16121 0.500000
4876 16122 1.000000
4881 4211 0.047619
4882 790 0.020408
4883 129 0.035714
4883 650 0.058824
4883 1313 0.022727
4885 13153 0.333333
4889 2613 0.047619
4890 109 0.023256
4890 125 0.012987
4890 184 0.083333
4890 244 0.030303
4890 377 0.040000
4890 386 0.008621
4890 405 0.012658
4890 418 0.020000
4890 438 0.013699
4890 446 0.013514
4890 459 0.083333
4890 499 0.008696
4890 524 0.018519
4890 542 0.010989
4890 570 0.034483
4890 669 0.021277
4890 768 0.018868
4890 772 0.023256
4890 831 0.026316
4890 1145 0.013699
4890 1163 0.020833
4890 1244 0.142857
4890 1277 0.035714
4890 1339 0.019231
4890 1401 0.031250
4890 1428 0.040000
4890 1459 0.012821
4890 1647 0.016393
4890 2102 0.041667
4890 2106 0.047619
4890 2375 0.009434
4890 2389 0.058824
4890 2676 0.031250
4890 3164 0.062500
4890 3730 0.166667
4890 3977 0.250000
4890 4030 0.058824
4890 4456 0.333333
4890 4764 0.166667
4890 5023 0.333333
4890 6037 0.333333
4890 10337 0.333333
4890 10985 0.250000
4890 11896 0.500000
4890 11897 1.000000
4890 11898 1.000000
4890 11899 0.200000
4896 348 0.083333
4896 365 0.021277
4896 952 0.032258
4896 975 0.031250
4896 1717 0.035714
4896 3848 0.125000
4901 3771 0.250000
4906 166 0.040000
4906 904 0.016949
4906 1014 0.038462
4906 13651 1.000000
4907 3316 0.076923
4907 10196 1.000000
4909 3650 0.037037
4910 17419 0.333333
4910 19237 1.000000
4910 19238 0.500000
4911 527 0.016667
4911 7291 0.066667
4911 7616 0.083333
4911 11447 0.125000
4911 18234 0.500000
4911 18279 0.500000
4911 19569 1.000000
4911 19570 0.500000
4911 19571 1.000000
4912 14703 0.500000
4912 14704 1.000000
4913 1600 0.250000
4913 1750 0.142857
4913 3795 0.166667
4913 5459 0.200000
4915 13973 0.333333
4917 1339 0.019231
4917 2059 0.076923
4917 4211 0.047619
4921 2593 0.035714
4927 239 0.006849
4927 872 0.010753
4927 1449 0.031250
4927 9268 0.500000
4927 16936 0.500000
4927 16937 0.333333
4928 1971 0.062500
4928 2331 0.030303
4928 2344 0.022222
4928 6486 0.045455
4928 6882 0.030303
4929 1218 0.020833
4929 1467 0.083333
4929 3089 0.125000
4929 7326 0.333333
4929 7605 0.111111
4929 13119 0.250000
4929 15345 0.142857
4929 16111 0.250000
4929 16239 0.166667
4929 17184 0.200000
4929 19609 1.000000
4930 14888 0.500000
4931 6150 0.166667
4931 6600 0.200000
4932 869 0.040000
4932 3576 0.052632
4932 9030 0.142857
4932 17916 0.333333
4932 17922 0.200000
4932 18212 0.500000
4932 19832 1.000000
4934 9419 0.076923
4934 13096 0.142857
4934 16113 0.200000
4934 17959 0.333333
4938 964 0.033333
4938 7324 0.125000
4938 7325 0.166667
4938 7326 0.333333
4940 6850 0.250000
4941 9845 0.333333
4944 4 0.022222
4944 157 0.014925
4944 167 0.025000
4944 449 0.016949
4944 506 0.125000
4944 635 0.166667
4944 740 0.037037
4944 867 0.500000
4944 1662 0.027778
4944 1897 0.333333
4944 2020 0.058824
4944 2057 0.022727
4944 2223 0.111111
4944 2809 0.250000
4944 2955 0.076923
4944 3072 0.500000
4944 4103 0.500000
4944 4243 0.111111
4944 4826 0.055556
4944 5014 0.333333
4944 5018 0.090909
4944 5383 0.500000
4944 5384 0.250000
4944 5385 0.142857
4944 5386 0.100000
4944 5387 1.000000
4944 5388 0.037037
4944 5389 0.058824
4944 5390 0.166667
4944 5391 0.052632
4944 5392 0.076923
4944 5393 0.500000
4944 5394 0.055556
4944 5395 0.090909
4944 5396 0.090909
4944 5397 0.333333
4944 5398 0.052632
4944 5399 0.045455
4944 5400 0.083333
4944 5401 0.076923
4944 5402 0.035714
4944 5403 1.000000
4944 5404 0.166667
4944 5405 0.090909
4944 5406 0.083333
4944 5407 0.142857
4944 5408 1.000000
4944 5409 0.052632
4944 5410 1.000000
4944 5411 1.000000
4944 5412 1.000000
4944 5413 1.000000
4944 5414 1.000000
4944 5415 1.000000
4944 5416 0.041667
4944 5417 0.076923
4944 5418 0.037037
4944 5419 0.058824
4944 5420 0.090909
4944 5421 0.500000
4944 5422 0.090909
4944 5423 1.000000
4944 5424 0.200000
4944 5425 0.333333
4944 5426 0.333333
4944 5427 0.333333
4944 5428 1.000000
4944 5429 1.000000
4944 5430 1.000000
4944 5431 0.111111
4944 5432 0.333333
4944 5433 1.000000
4944 5434 0.111111
4946 5357 0.500000
4946 12458 1.000000
4951 11099 0.142857
4952 5 0.012048
4952 200 0.083333
4952 906 0.022727
4952 1887 0.038462
4953 912 0.100000
4953 1609 0.021739
4953 1872 0.058824
4953 2364 0.076923
4953 8010 0.052632
4953 10045 1.000000
4954 531 0.035714
4956 4 0.022222
4956 181 0.018519
4956 579 0.055556
4956 981 0.045455
4956 1476 0.166667
4956 1975 0.083333
4956 3716 0.166667
4956 5964 1.000000
4957 2013 0.052632
4957 2863 0.055556
4960 1313 0.022727
4965 951 0.007634
4969 5254 0.142857
4969 5440 0.142857
4969 7183 0.062500
4969 13252 0.333333
4970 20108 0.250000
4971 16069 1.000000
4972 1197 0.033333
4981 322 0.020408
4981 644 0.076923
4981 950 0.023810
4981 1566 0.008547
4981 1728 0.020833
4981 2328 0.030303
4981 2394 0.037037
4981 2842 0.018868
4981 4291 0.035714
4981 6289 0.090909
4981 6520 0.100000
4981 6881 0.083333
4981 6943 0.111111
4981 15146 0.100000
4981 16704 1.000000
4983 1011 0.002584
4983 1987 0.066667
4983 11342 0.333333
4983 17261 1.000000
4987 15011 1.000000
4989 1222 0.333333
4990 409 0.013333
4990 1129 0.016393
4990 1132 0.071429
4990 1339 0.019231
4990 10577 1.000000
4991 5167 0.058824
4991 14445 1.000000
4996 860 0.027027
4997 20377 1.000000
5001 221 0.006024
5001 951 0.007634
5001 2381 0.045455
5001 2896 0.040000
5001 6651 0.333333
5002 788 0.021277
5002 1951 0.010101
5002 3205 0.333333
5002 4802 0.500000
5002 5003 1.000000
5002 5004 0.500000
5002 5005 0.500000
5002 5006 1.000000
5002 5007 0.250000
5002 5008 0.333333
5002 5009 1.000000
5002 5010 0.500000
5002 5011 1.000000
5002 5012 0.100000
5002 5013 0.058824
5002 5014 0.333333
5002 5015 0.500000
5002 5016 0.250000
5002 5017 0.052632
5002 5018 0.090909
5002 5019 1.000000
5002 5020 0.500000
5002 5021 0.166667
5002 5022 0.500000
5012 12216 0.500000
5012 13873 0.333333
5013 3105 0.076923
5013 5390 0.166667
5013 5416 0.041667
5013 9023 0.111111
5013 9562 0.045455
5013 10062 0.071429
5013 10185 0.076923
5013 10390 0.071429
5013 10537 0.035714
5013 10666 0.500000
5013 10667 0.125000
5013 10826 0.076923
5013 10845 0.142857
5013 10846 0.125000
5013 12544 0.045455
5013 16199 0.142857
5013 16882 0.333333
5013 16883 0.166667
5013 16884 0.250000
5014 229 0.012987
5014 299 0.025641
5014 1951 0.010101
5014 2119 0.071429
5014 5406 0.083333
5014 7935 0.100000
5014 10030 0.166667
5015 20033 1.000000
5017 3100 0.055556
5017 3212 0.050000
5017 5409 0.052632
5017 6385 0.040000
5017 8266 0.062500
5017 8271 0.071429
5017 10182 0.058824
5017 10188 0.045455
5017 10386 0.040000
5017 10690 0.041667
5017 10870 0.062500
5017 10871 0.050000
5017 11336 0.500000
5017 12532 0.062500
5017 15602 0.142857
5017 16768 0.200000
5017 16912 0.090909
5017 17299 1.000000
5017 17300 1.000000
5018 2406 0.047619
5018 3231 0.062500
5018 5388 0.037037
5018 5418 0.037037
5018 6270 0.034483
5018 7223 0.071429
5018 8262 0.076923
5018 8265 0.041667
5018 9059 0.090909
5018 9560 0.083333
5018 9565 0.066667
5018 10204 0.050000
5018 10207 0.058824
5018 10208 0.083333
5018 10538 0.062500
5018 10684 0.142857
5018 10687 0.043478
5018 10796 0.030303
5018 10837 0.071429
5018 10843 0.050000
5018 10847 0.111111
5018 10854 0.083333
5018 11352 0.043478
5018 12223 0.055556
5018 12537 0.062500
5018 15598 0.500000
5018 16198 0.100000
5018 16709 0.100000
5018 16777 0.250000
5018 16888 0.100000
5018 16923 0.142857
5018 16950 0.142857
5018 16951 0.111111
5021 1951 0.010101
5021 1996 0.111111
5021 2125 0.071429
5021 3416 0.018182
5021 4755 0.050000
5021 6936 0.333333
5021 7224 0.125000
5021 7637 0.142857
5021 7674 1.000000
5021 8063 0.062500
5021 8139 0.500000
5021 8512 0.090909
5021 9976 0.083333
5021 10747 0.333333
5021 12984 0.083333
5021 13121 0.200000
5021 13747 0.166667
5021 13748 0.111111
5021 13749 1.000000
5021 13750 1.000000
5021 13751 1.000000
5021 13752 0.125000
5021 13753 0.333333
5021 13754 0.076923
5021 13755 1.000000
5021 13756 1.000000
5021 13757 0.500000
5021 13758 1.000000
5022 19781 1.000000
5023 1776 0.026316
5024 3162 0.090909
5025 248 0.100000
5025 795 0.015385
5025 913 0.018519
5025 970 0.142857
5026 304 0.022727
5026 499 0.008696
5026 2167 0.125000
5026 6702 0.200000
5026 15030 1.000000
5027 960 0.032258
5027 4827 0.090909
5031 3231 0.062500
5031 7334 0.037037
5031 11349 1.000000
5031 11350 0.142857
5032 326 0.031250
5032 629 0.023810
5032 1960 0.125000
5032 2215 0.111111
5032 2353 0.047619
5032 2380 0.055556
5032 2397 0.083333
5032 2808 0.052632
5032 2842 0.018868
5032 4551 0.083333
5032 4607 0.166667
5032 4887 0.200000
5032 5033 0.500000
5032 5034 0.333333
5032 5035 0.250000
5035 629 0.023810
5035 6035 0.083333
5045 112 0.014493
5045 771 0.047619
5047 3376 0.111111
5047 7442 0.333333
5047 13423 0.333333
5047 15314 1.000000
5049 612 0.012821
5049 1347 0.020000
5049 2613 0.047619
5049 3377 0.062500
5049 3400 0.100000
5049 4087 0.100000
5049 5518 1.000000
5049 5519 0.125000
5049 5520 0.200000
5053 3592 0.333333
5054 537 0.020833
5054 4793 0.200000
5055 11 0.016129
5055 221 0.006024
5055 400 0.025641
5055 612 0.012821
5055 643 0.027027
5055 943 0.111111
5055 1157 0.100000
5055 2475 0.035714
5055 2555 0.027778
5055 3261 0.333333
5055 3554 0.333333
5055 4805 0.250000
5055 4960 0.100000
5055 5452 0.100000
5055 6521 0.090909
5055 7321 0.040000
5055 7789 0.166667
5055 10167 0.500000
5055 13376 0.500000
5055 14786 0.250000
5055 15312 1.000000
5055 15313 1.000000
5064 19953 1.000000
5065 601 0.055556
5065 3179 0.066667
5065 10955 1.000000
5066 8678 1.000000
5067 2909 0.333333
5068 1530 0.200000
5069 7 0.008772
5069 171 0.500000
5069 176 0.034483
5069 573 0.027027
5069 651 0.030303
5069 663 0.050000
5069 842 0.023256
5069 954 0.029412
5069 1044 0.016667
5069 1145 0.013699
5069 1452 0.083333
5069 1457 0.028571
5069 1571 0.041667
5069 1596 0.090909
5069 1715 0.062500
5069 2389 0.058824
5069 2471 0.025641
5069 2516 0.058824
5069 3382 0.200000
5069 3487 0.083333
5069 3970 0.250000
5069 4067 0.142857
5069 6431 0.142857
5069 7107 0.500000
5069 8695 0.083333
5069 9107 0.500000
5069 9501 0.333333
5069 10115 0.166667
5069 10362 0.250000
5069 13198 1.000000
5069 13199 1.000000
5069 13200 1.000000
5076 787 0.021739
5076 7915 0.142857
5076 8380 0.500000
5076 21240 1.000000
5078 1085 0.500000
5078 3895 0.076923
5078 3998 0.200000
5078 5744 0.023810
5078 17980 0.333333
5079 338 0.009524
5079 2802 0.200000
5079 10654 1.000000
5079 10655 0.200000
5092 1666 0.034483
5092 10929 1.000000
5092 10930 1.000000
5094 1225 0.071429
5094 1717 0.035714
5094 4532 0.111111
5098 5229 0.125000
5098 10143 0.333333
5103 546 0.052632
5103 1672 0.045455
5103 1805 0.029412
5103 2370 0.055556
5103 4722 0.111111
5103 16790 0.500000
5104 136 0.031250
5104 537 0.020833
5104 628 0.020408
5104 763 0.090909
5104 982 0.037037
5104 3074 0.071429
5104 5854 0.200000
5106 124 0.020000
5106 163 0.034483
5106 383 0.076923
5106 390 0.012987
5106 460 0.250000
5106 571 0.025641
5106 1054 0.076923
5106 1341 0.015873
5106 1349 0.500000
5106 1350 0.062500
5106 2362 0.166667
5106 2518 0.029412
5106 2521 0.125000
5106 2862 0.076923
5106 2930 0.034483
5106 4301 0.200000
5106 6354 0.200000
5106 6897 0.090909
5106 6943 0.111111
5106 8231 0.111111
5106 8461 0.071429
5106 12152 0.500000
5106 12153 1.000000
5106 12154 1.000000
5106 12155 0.250000
5106 12156 0.333333
5106 12157 0.500000
5110 669 0.021277
5110 1383 0.041667
5110 2379 0.055556
5110 11099 0.142857
5110 11100 0.166667
5111 542 0.010989
5111 2345 0.100000
5111 5932 0.111111
5111 6508 0.200000
5111 21625 1.000000
5111 21626 1.000000
5112 7813 0.100000
5112 21629 1.000000
5113 1796 0.030303
5113 2422 0.200000
5113 2910 0.062500
5113 3810 0.050000
5113 4086 0.111111
5113 4291 0.035714
5114 123 0.008772
5114 225 0.041667
5114 632 0.071429
5114 872 0.010753
5114 1656 0.090909
5114 1734 0.076923
5114 2472 0.052632
5114 3124 0.111111
5114 7904 0.200000
5114 12849 1.000000
5114 12850 1.000000
5114 12851 1.000000
5115 1434 0.083333
5115 1717 0.035714
5115 3398 0.041667
5115 14228 1.000000
5116 364 0.016129
5116 3486 0.250000
5117 61 0.166667
5117 452 0.032258
5117 993 0.015625
5117 1341 0.015873
5117 1659 0.076923
5117 2110 0.043478
5117 14233 1.000000
5122 565 0.055556
5122 763 0.090909
5122 2110 0.043478
5122 3495 0.100000
5122 3508 0.500000
5122 6190 1.000000
5122 6191 0.250000
5123 446 0.013514
5123 499 0.008696
5123 544 0.015625
5123 1459 0.012821
5123 1535 0.111111
5123 1540 0.100000
5123 3475 0.050000
5123 3495 0.100000
5123 6192 0.250000
5124 499 0.008696
5124 13821 1.000000
5126 982 0.037037
5128 544 0.015625
5128 5925 0.333333
5130 379 0.019231
5130 921 0.030303
5130 1495 0.033333
5130 1833 0.045455
5130 1912 0.125000
5130 2053 0.142857
5130 2207 0.250000
5130 2434 0.022727
5130 4587 0.125000
5130 7240 0.333333
5130 7701 0.333333
5130 13637 1.000000
5130 13638 1.000000
5132 1616 0.034483
5134 12 0.071429
5134 253 0.125000
5134 266 0.010870
5134 267 0.011628
5134 386 0.008621
5134 542 0.010989
5134 612 0.012821
5134 613 0.111111
5134 648 0.040000
5134 788 0.021277
5134 950 0.023810
5134 1197 0.033333
5134 1338 0.034483
5134 1416 0.166667
5134 1595 0.022222
5134 1729 0.052632
5134 2504 0.050000
5134 3160 0.050000
5134 4137 0.250000
5134 4471 0.100000
5134 5012 0.100000
5134 5310 0.055556
5134 7101 0.076923
5134 7519 0.062500
5134 7843 0.050000
5134 8512 0.090909
5134 9298 0.055556
5134 9862 0.055556
5134 11567 0.166667
5134 15884 1.000000
5135 2048 0.076923
5135 2827 0.058824
5135 9162 1.000000
5136 2243 0.090909
5138 116 0.066667
5138 12426 0.500000
5139 4613 0.020000
5140 19171 1.000000
5143 619 0.076923
5143 624 0.038462
5143 795 0.015385
5143 798 0.071429
5143 1572 0.058824
5143 3083 0.333333
5144 3633 0.076923
5150 4679 0.076923
5152 15568 0.333333
5154 138 0.142857
5154 266 0.010870
5154 1051 0.023810
5154 3699 0.500000
5154 4211 0.047619
5155 1558 0.166667
5155 4018 0.090909
5155 4081 0.333333
5155 10156 0.250000
5155 17239 1.000000
5156 239 0.006849
5156 6330 0.030303
5156 8417 0.142857
5157 652 0.083333
5157 1145 0.013699
5157 1549 0.055556
5157 1566 0.008547
5157 4960 0.100000
5157 5056 0.333333
5157 5492 0.032258
5157 6924 0.333333
5157 12210 0.333333
5157 18047 1.000000
5158 374 0.034483
5158 631 0.010638
5158 768 0.018868
5158 1165 0.034483
5158 4733 0.052632
5159 542 0.010989
5161 569 0.016667
5161 633 0.076923
5161 1200 0.052632
5161 1566 0.008547
5161 1895 0.027778
5161 2516 0.058824
5161 5509 0.076923
5161 5553 0.125000
5161 7357 0.333333
5161 9511 0.333333
5163 10 0.037037
5163 600 0.013699
5163 629 0.023810
5163 1304 0.041667
5163 1562 0.500000
5163 1959 0.027027
5163 2104 0.076923
5163 2339 0.166667
5163 2600 0.071429
5163 2605 0.200000
5163 2646 0.200000
5163 3930 0.166667
5163 6741 0.250000
5163 11688 0.500000
5163 11777 0.250000
5163 11778 1.000000
5163 11779 1.000000
5163 11780 0.500000
5163 11781 1.000000
5163 11782 0.500000
5163 11783 1.000000
5163 11784 0.500000
5163 11785 1.000000
5164 127 0.023810
5164 266 0.010870
5164 569 0.016667
5164 1787 0.052632
5164 2334 0.016129
5164 2502 0.100000
5164 3678 0.045455
5164 5275 0.028571
5164 7321 0.040000
5164 10016 0.500000
5164 10017 0.333333
5165 1338 0.034483
5165 5533 0.066667
5165 6375 0.111111
5166 799 0.031250
5166 874 0.008850
5166 1045 0.026316
5166 3015 0.045455
5166 3941 0.111111
5167 390 0.012987
5167 631 0.010638
5167 3650 0.037037
5167 4016 0.055556
5167 5625 0.034483
5167 7164 1.000000
5167 7165 0.333333
5168 124 0.020000
5168 327 0.166667
5168 1417 0.029412
5168 1887 0.038462
5168 2479 0.125000
5168 5681 0.047619
5168 7166 0.500000
5168 7167 0.500000
5168 7168 1.000000
5168 7169 1.000000
5171 446 0.013514
5171 4277 0.058824
5172 5406 0.083333
5172 5416 0.041667
5172 6274 0.052632
5172 6275 0.041667
5172 7223 0.071429
5172 8239 0.037037
5172 8264 0.047619
5172 8273 0.047619
5172 8277 0.090909
5172 9555 0.071429
5172 9565 0.066667
5172 9566 0.047619
5172 10097 0.041667
5172 10204 0.050000
5172 10385 0.041667
5172 10537 0.035714
5172 10848 0.076923
5172 10878 0.035714
5172 10907 0.166667
5172 12884 0.055556
5172 13071 0.076923
5172 13968 0.090909
5172 15391 0.066667
5172 15967 0.500000
5172 16909 0.200000
5172 16910 0.500000
5172 16911 0.250000
5172 16912 0.090909
5172 16913 0.250000
5172 16914 0.200000
5177 1044 0.016667
5177 1905 0.333333
5178 1495 0.033333
5181 877 0.025641
5183 4451 0.062500
5183 5657 0.500000
5186 133 0.043478
5186 363 0.034483
5186 364 0.016129
5186 454 0.037037
5186 1133 0.031250
5186 1277 0.035714
5186 4467 0.111111
5186 4818 0.200000
5187 7828 0.166667
5187 22711 1.000000
5191 12878 0.500000
5197 13685 1.000000
5200 23 0.024390
5200 262 0.111111
5200 266 0.010870
5200 270 0.037037
5200 605 0.014085
5200 774 0.045455
5200 1677 0.071429
5200 3885 0.033333
5200 4089 0.333333
5200 9823 0.500000
5200 13775 0.500000
5201 16751 1.000000
5203 5289 0.111111
5204 40 0.034483
5204 3663 0.083333
5205 1011 0.002584
5206 114 0.017857
5206 624 0.038462
5206 774 0.045455
5206 809 0.111111
5206 833 0.018182
5206 913 0.018519
5206 942 0.166667
5206 965 0.071429
5206 1044 0.016667
5206 1164 0.045455
5206 5051 0.166667
5206 5207 0.333333
5206 5208 0.125000
5206 5209 0.200000
5206 5210 1.000000
5206 5211 0.058824
5206 5212 0.058824
5206 5213 1.000000
5208 183 0.027778
5208 789 0.030303
5208 1563 0.035714
5208 1589 0.037037
5208 1759 0.090909
5208 2118 0.058824
5208 3383 0.047619
5208 5209 0.200000
5208 5346 0.111111
5208 5347 1.000000
5209 225 0.041667
5209 443 0.062500
5209 1145 0.013699
5209 6486 0.045455
5209 12877 0.500000
5209 13948 0.500000
5211 229 0.012987
5211 600 0.013699
5211 606 0.005000
5211 874 0.008850
5211 6971 0.125000
5211 6972 0.076923
5211 6973 0.142857
5211 6974 0.166667
5212 337 0.018519
5212 643 0.027027
5212 1520 0.020833
5212 2437 0.200000
5212 3398 0.041667
5212 3416 0.018182
5212 4613 0.020000
5212 7231 0.250000
5220 365 0.021277
5220 1477 0.023256
5220 2118 0.058824
5220 2475 0.035714
5220 7271 0.200000
5223 10034 0.500000
5223 16897 1.000000
5224 376 0.029412
5224 386 0.008621
5224 827 0.014706
5224 953 0.017241
5224 1746 0.040000
5224 2505 0.047619
5224 2857 0.047619
5224 3160 0.050000
5224 4649 0.100000
5224 5890 0.142857
5224 5891 1.000000
5224 5892 0.142857
5224 5893 0.333333
5226 2290 0.020408
5226 5993 0.166667
5227 1200 0.052632
5227 1728 0.020833
5228 415 0.030303
5228 573 0.027027
5228 2377 0.037037
5228 2775 0.250000
5228 4779 0.050000
5228 8449 0.333333
5229 14 0.013514
5229 608 0.045455
5229 884 0.055556
5229 985 0.047619
5229 1595 0.022222
5229 2471 0.025641
5229 6206 0.020833
5229 6785 0.142857
5229 8436 0.333333
5229 8437 0.500000
5229 8438 0.200000
5234 127 0.023810
5234 253 0.125000
5234 326 0.031250
5234 653 0.090909
5234 961 0.125000
5234 3660 0.090909
5234 5235 0.125000
5234 5236 0.250000
5234 5237 0.200000
5235 114 0.017857
5235 239 0.006849
5235 488 0.019231
5235 975 0.031250
5235 1561 0.050000
5235 2434 0.022727
5235 3117 0.125000
5235 5974 0.076923
5235 8039 0.333333
5236 2580 0.043478
5236 2961 0.025000
5236 3092 0.125000
5236 3920 0.030303
5236 6361 0.142857
5236 6387 0.066667
5236 13439 0.166667
5237 5 0.012048
5237 112 0.014493
5237 283 0.031250
5237 433 0.028571
5237 438 0.013699
5237 508 0.027778
5237 529 0.045455
5237 561 0.034483
5237 569 0.016667
5237 610 0.066667
5237 612 0.012821
5237 826 0.016667
5237 1164 0.045455
5237 1417 0.029412
5237 3409 0.062500
5237 3926 0.111111
5237 4530 0.076923
5237 6004 0.500000
5237 6350 0.125000
5237 7957 0.090909
5237 8091 0.500000
5237 8092 0.333333
5237 8093 0.250000
5237 8094 0.250000
5238 2780 0.083333
5238 3418 0.142857
5238 5239 0.142857
5238 5240 0.200000
5238 5241 0.200000
5238 5242 0.142857
5238 5243 0.142857
5239 168 0.038462
5239 1726 0.111111
5239 13315 0.500000
5240 27 0.009259
5240 28 0.066667
5240 234 0.033333
5240 2102 0.041667
5240 3418 0.142857
5241 2524 0.076923
5241 3440 0.111111
5242 222 0.029412
5242 369 0.027027
5242 429 0.012346
5242 983 0.043478
5242 1344 0.012821
5242 1429 0.200000
5242 1850 0.035714
5242 2472 0.052632
5242 2668 0.055556
5242 3281 0.043478
5242 3956 0.125000
5242 4465 0.071429
5242 7367 0.142857
5242 11741 1.000000
5242 11742 1.000000
5242 11743 1.000000
5243 161 0.015152
5243 781 0.090909
5243 1162 0.076923
5243 1382 0.090909
5243 3240 0.166667
5243 4735 0.090909
5243 6498 0.090909
5243 8134 0.500000
5243 9797 0.200000
5243 11788 0.125000
5243 14184 0.166667
5243 16112 0.250000
5243 16113 0.200000
5244 15346 0.333333
5245 1914 0.250000
5245 17939 0.250000
5246 628 0.020408
5246 1163 0.020833
5246 1776 0.026316
5246 10977 1.000000
5247 452 0.032258
5247 747 0.125000
5247 1941 0.050000
5248 837 0.038462
5248 9111 0.200000
5248 12344 1.000000
5254 3159 0.037037
5254 11686 0.500000
5254 13904 1.000000
5254 13905 1.000000
5254 13906 0.500000
5254 13907 1.000000
5254 13908 0.166667
5254 13909 0.333333
5255 128 0.030303
5255 425 0.016667
5255 906 0.022727
5255 1456 0.200000
5255 5492 0.032258
5255 8073 0.250000
5255 12536 0.500000
5256 2229 0.142857
5256 11295 1.000000
5258 6287 0.047619
5258 15771 0.333333
5259 1335 0.062500
5259 1388 0.012987
5263 683 0.166667
5265 1689 0.018519
5265 23345 1.000000
5266 109 0.023256
5266 269 0.017544
5267 869 0.040000
5268 542 0.010989
5268 10057 0.166667
5268 10824 0.250000
5268 14841 0.250000
5268 18387 0.500000
5269 15973 1.000000
5269 15974 1.000000
5270 1346 0.043478
5270 1560 0.055556
5270 5463 0.062500
5270 6657 1.000000
5270 6658 0.166667
5270 6659 0.100000
5270 6660 0.200000
5270 6661 1.000000
5270 6662 0.142857
5270 6663 1.000000
5270 6664 0.500000
5270 6665 0.200000
5270 6666 0.083333
5270 6667 0.333333
5270 6668 0.500000
5270 6669 1.000000
5270 6670 1.000000
5270 6671 1.000000
5270 6672 1.000000
5270 6673 0.500000
5270 6674 0.083333
5271 157 0.014925
5271 418 0.020000
5271 561 0.034483
5271 870 0.027027
5271 968 0.050000
5271 993 0.015625
5271 1182 0.166667
5271 1387 0.014085
5271 1723 0.333333
5271 1800 0.142857
5271 2091 0.250000
5271 2126 0.166667
5271 2187 0.100000
5271 2367 0.142857
5271 2915 0.166667
5271 3478 0.052632
5271 5587 0.047619
5271 6179 0.100000
5271 6187 0.200000
5271 10726 1.000000
5271 10727 0.500000
5271 10728 1.000000
5271 10729 1.000000
5271 10730 1.000000
5271 10731 1.000000
5274 127 0.023810
5274 1270 0.013699
5274 1537 0.009174
5274 2338 0.166667
5274 2568 0.016949
5274 2613 0.047619
5274 4666 0.062500
5274 4803 0.071429
5274 5275 0.028571
5274 5276 0.066667
5275 281 0.066667
5275 788 0.021277
5275 913 0.018519
5275 953 0.017241
5275 1346 0.043478
5275 1417 0.029412
5275 1459 0.012821
5275 2961 0.025000
5275 3076 0.041667
5275 5206 0.058824
5275 6355 0.125000
5275 6356 0.500000
5275 6357 0.250000
5280 1709 0.111111
5282 386 0.008621
5283 325 0.045455
5283 379 0.019231
5283 953 0.017241
5283 1389 0.016949
5283 1521 0.062500
5283 11950 1.000000
5284 1023 0.033333
5284 1539 0.062500
5284 3918 0.200000
5286 10021 1.000000
5287 186 0.026316
5287 321 0.041667
